"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.696328000E0,-1.388356388E-1,1.099144578E0,-4.770586733E-3,1.107888486E0
1.706303000E0,-1.508456916E-1,1.115520358E0,-2.699979115E-3,1.125676411E0
1.716279000E0,-1.629405916E-1,1.108784318E0,-3.813695628E-3,1.120699266E0
1.726255000E0,-1.709223390E-1,1.083794355E0,-2.454684116E-3,1.097192178E0
1.736230000E0,-1.741635352E-1,1.035280585E0,-4.811865278E-3,1.049839026E0
1.746206000E0,-1.793559045E-1,9.700528383E-1,-7.969043218E-3,9.865265102E-1
1.756181000E0,-1.754568368E-1,8.950062990E-1,-5.150742829E-3,9.120569648E-1
1.766157000E0,-1.703960299E-1,8.169000745E-1,-5.196016282E-3,8.344983747E-1
1.776132000E0,-1.594589651E-1,7.419102192E-1,-5.584038794E-3,7.588735839E-1
1.786108000E0,-1.429087371E-1,6.725889444E-1,-4.125425592E-3,6.876160371E-1
1.796083000E0,-1.297621131E-1,6.178362370E-1,-9.909630753E-4,6.313167222E-1
1.806059000E0,-1.094539165E-1,5.826053023E-1,2.696982585E-3,5.928038224E-1
1.816035000E0,-8.661281317E-2,5.647572875E-1,5.290853791E-3,5.713847796E-1
1.826010000E0,-6.186059862E-2,5.592813492E-1,9.221413173E-3,5.627676214E-1
1.835986000E0,-3.562805429E-2,5.670582056E-1,8.841899224E-3,5.682451460E-1
1.845961000E0,-8.593508974E-3,5.749400854E-1,7.138540968E-3,5.750486144E-1
1.855937000E0,1.821268722E-2,5.854085684E-1,9.077070281E-3,5.857621421E-1
1.865912000E0,4.067964852E-2,5.863702297E-1,5.241851322E-3,5.878029918E-1
1.875888000E0,6.709967554E-2,5.749295950E-1,-6.151730195E-4,5.788322590E-1
1.885864000E0,8.414443582E-2,5.624942780E-1,-2.633316442E-3,5.687592049E-1
1.895839000E0,1.010439917E-1,5.066464543E-1,1.830868423E-3,5.166273996E-1
1.905815000E0,1.047843993E-1,4.138731062E-1,-3.095148131E-4,4.269318613E-1
1.915790000E0,1.055772081E-1,3.337462842E-1,3.713930026E-3,3.500670256E-1
1.925766000E0,1.052997038E-1,2.589793801E-1,-1.908002887E-3,2.795746545E-1
1.935741000E0,1.072297096E-1,1.902396083E-1,-5.923056975E-3,2.184591536E-1
1.945717000E0,1.085991040E-1,1.188831404E-1,-1.136282925E-2,1.614189591E-1
1.955692000E0,1.063653007E-1,4.799971730E-2,-1.283641718E-2,1.173981416E-1
1.965668000E0,9.547723085E-2,-2.879013121E-2,-6.011268124E-3,9.990449745E-2
1.975644000E0,8.148260415E-2,-9.887399524E-2,-5.538158119E-3,1.282425550E-1
1.985619000E0,6.599844992E-2,-1.552882642E-1,3.476943821E-4,1.687316250E-1
1.995595000E0,5.170222744E-2,-1.760722548E-1,1.829541288E-3,1.835154120E-1
2.005570000E0,3.608571738E-2,-1.750778407E-1,2.701726742E-3,1.787784345E-1
